ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-01] 16-068-02-000,2024-01,2024,[01] January,"Bayabas, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-02-000,Bayabas,Surigao del Sur,Region XIII (Caraga),Municipality,5th,R13,O
[2024-01] 06-030-10-000,2024-01,2024,[01] January,"Bingawan, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-10-000,Bingawan,Iloilo,Region VI (Western Visayas),Municipality,5th,R6,I
[2024-01] 10-042-03-000,2024-01,2024,[01] January,"Bonifacio, Misamis Occidental",[3] Ongoing Data Build-up,11%,Still at 11% ,For refreshers training on 2024,,[B] Developmental,B,10-042-03-000,Bonifacio,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-01] 11-025-03-000,2024-01,2024,[01] January,"Boston, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-03-000,Boston,Davao Oriental,Region XI (Davao Region),Municipality,3rd,R11,P
[2024-01] 07-012-09-000,2024-01,2024,[01] January,"Buenavista, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-09-000,Buenavista,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-01] 06-079-01-000,2024-01,2024,[01] January,"Buenavista, Guimaras",[1] Operational,,,,,[A] Operational,B,06-079-01-000,Buenavista,Guimaras,Region VI (Western Visayas),Municipality,2nd,R6,I
[2024-01] 06-006-04-000,2024-01,2024,[01] January,"Bugasong, Antique",[1] Operational,,,,,[A] Operational,A,06-006-04-000,Bugasong,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2024-01] 17-053-07-000,2024-01,2024,[01] January,"Busuanga, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-07-000,Busuanga,Palawan,MIMAROPA Region,Municipality,3rd,R4B,G
[2024-01] 06-030-12-000,2024-01,2024,[01] January,"Cabatuan, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-12-000,Cabatuan,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2024-01] 03-049-04-000,2024-01,2024,[01] January,"Cabiao, Nueva Ecija",[3] Ongoing Data Build-up,78%,,For Visitation,,[B] Developmental,B,03-049-04-000,Cabiao,Nueva Ecija,Region III (Central Luzon),Municipality,1st,R3,E
[2024-01] 10-042-04-000,2024-01,2024,[01] January,"Calamba, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-04-000,Calamba,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-01] 06-030-13-000,2024-01,2024,[01] January,"Calinog, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-13-000,Calinog,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2024-01] 04-056-08-000,2024-01,2024,[01] January,"Candelaria, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-08-000,Candelaria,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 07-012-11-000,2024-01,2024,[01] January,"Candijay, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-11-000,Candijay,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-01] 05-016-02-000,2024-01,2024,[01] January,"Capalonga, Camarines Norte",[3] Ongoing Data Build-up,10%,,,,[B] Developmental,B,05-016-02-000,Capalonga,Camarines Norte,Region V (Bicol Region),Municipality,3rd,R5,H
[2024-01] 08-037-15-000,2024-01,2024,[01] January,"Carigara, Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,B,08-037-15-000,Carigara,Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2024-01] 16-068-06-000,2024-01,2024,[01] January,"Carmen, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-06-000,Carmen,Surigao del Sur,Region XIII (Caraga),Municipality,5th,R13,O
[2024-01] 03-077-02-000,2024-01,2024,[01] January,"Casiguran, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-02-000,Casiguran,Aurora,Region III (Central Luzon),Municipality,2nd,R3,E
[2024-01] 10-018-01-000,2024-01,2024,[01] January,"Catarman, Camiguin",[3] Ongoing Data Build-up,100%,,To operate on 2024,,[B] Developmental,B,10-018-01-000,Catarman,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2024-01] 11-025-05-000,2024-01,2024,[01] January,"Cateel, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-05-000,Cateel,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,P
[2024-01] 04-034-07-000,2024-01,2024,[01] January,"Cavinti, Laguna",[2] Pilot Testing,30%,,,,[B] Developmental,B,04-034-07-000,Cavinti,Laguna,Region IV-A (CALABARZON),Municipality,3rd,R4A,F
[2024-01] 06-302-00-000,2024-01,2024,[01] January,"City of Bacolod, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-302-00-000,City of Bacolod,Negros Occidental,Region VI (Western Visayas),City,1st,R6,I
[2024-01] 01-028-05-000,2024-01,2024,[01] January,"City of Batac, Ilocos Norte",[3] Ongoing Data Build-up,80%,,Conducted UT last Nov 13-18,,[B] Developmental,B,01-028-05-000,City of Batac,Ilocos Norte,Region I (Ilocos Region),City,5th,R1,C
[2024-01] 08-026-04-000,2024-01,2024,[01] January,"City of Borongan, Eastern Samar",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-026-04-000,City of Borongan,Eastern Samar,Region VIII (Eastern Visayas),City,1st (as Mun),R8,K
[2024-01] 07-046-08-000,2024-01,2024,[01] January,"City of Canlaon, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-08-000,City of Canlaon,Negros Oriental,Region VII (Central Visayas),City,4th,R7,J
[2024-01] 11-024-03-000,2024-01,2024,[01] January,"City of Digos, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-03-000,City of Digos,Davao del Sur,Region XI (Davao Region),City,2nd,R11,P
[2024-01] 10-043-08-000,2024-01,2024,[01] January,"City of Gingoog, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-08-000,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),City,2nd,R10,N
[2024-01] 02-031-14-000,2024-01,2024,[01] January,"City of Ilagan, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-14-000,City of Ilagan,Isabela,Region II (Cagayan Valley),City,1st (as Mun),R2,D
[2024-01] 06-045-15-000,2024-01,2024,[01] January,"City of Kabankalan, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-15-000,City of Kabankalan,Negros Occidental,Region VI (Western Visayas),City,1st,R6,I
[2024-01] 12-047-04-000,2024-01,2024,[01] January,"City of Kidapawan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-04-000,City of Kidapawan,Cotabato,Region XII (SOCCSKSARGEN),City,3rd,R12,Q
[2024-01] 01-028-12-000,2024-01,2024,[01] January,"City of Laoag, Ilocos Norte",[5] For Training,,Waiting for the SB Resolution,For Follow-up,,[C] For Training/Others,B,01-028-12-000,City of Laoag,Ilocos Norte,Region I (Ilocos Region),City,3rd,R1,C
[2024-01] 08-064-07-000,2024-01,2024,[01] January,"City of Maasin, Southern Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-064-07-000,City of Maasin,Southern Leyte,Region VIII (Eastern Visayas),City,4th,R8,K
[2024-01] 11-025-09-000,2024-01,2024,[01] January,"City of Mati, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-09-000,City of Mati,Davao Oriental,Region XI (Davao Region),City,5th,R11,P
[2024-02] 03-049-01-000,2024-02,2024,[02] February,"Aliaga, Nueva Ecija",[8] Withdraw,,,,,[D] Withdraw,B,03-049-01-000,Aliaga,Nueva Ecija,Region III (Central Luzon),Municipality,2nd,R3,E
[2024-01] 03-314-00-000,2024-01,2024,[01] January,"City of Olongapo, Zambales",[3] Ongoing Data Build-up,60%,,For Visitation,,[B] Developmental,B,03-314-00-000,City of Olongapo,Zambales,Region III (Central Luzon),City,1st,R3,E
[2024-01] 03-049-19-000,2024-01,2024,[01] January,"City of Palayan, Nueva Ecija",[2] Pilot Testing,50%,,,,[B] Developmental,B,03-049-19-000,City of Palayan,Nueva Ecija,Region III (Central Luzon),City,5th,R3,E
[2024-01] 14-032-13-000,2024-01,2024,[01] January,"City of Tabuk, Kalinga",[1] Operational,,,,,[A] Operational,B,14-032-13-000,City of Tabuk,Kalinga,Cordillera Administrative Region (CAR),City,5th,CAR,B
[2024-01] 10-042-15-000,2024-01,2024,[01] January,"City of Tangub, Misamis Occidental",[5] For Training,,,,,[C] For Training/Others,B,10-042-15-000,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),City,4th,R10,N
[2024-01] 10-042-05-000,2024-01,2024,[01] January,"Clarin, Misamis Occidental",[5] For Training,,,,,[C] For Training/Others,B,10-042-05-000,Clarin,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-01] 10-043-06-000,2024-01,2024,[01] January,"Claveria, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-06-000,Claveria,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2024-01] 07-022-18-000,2024-01,2024,[01] January,"Compostela, Cebu",[3] Ongoing Data Build-up,75%,,,,[B] Developmental,B,07-022-18-000,Compostela,Cebu,Region VII (Central Visayas),Municipality,3rd,R7,J
[2024-01] 06-030-15-000,2024-01,2024,[01] January,"Concepcion, Iloilo",[2] Pilot Testing,50%,,,,[B] Developmental,B,06-030-15-000,Concepcion,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2024-01] 17-053-09-000,2024-01,2024,[01] January,"Coron, Palawan",[1] Operational,,,,,[A] Operational,B,17-053-09-000,Coron,Palawan,MIMAROPA Region,Municipality,1st,R4B,G
[2024-01] 07-022-21-000,2024-01,2024,[01] January,"Daanbantayan, Cebu",[3] Ongoing Data Build-up,75%,,,,[B] Developmental,B,07-022-21-000,Daanbantayan,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2024-01] 07-012-18-000,2024-01,2024,[01] January,"Danao, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-18-000,Danao,Bohol,Region VII (Central Visayas),Municipality,4th*,R7,J
[2024-01] 01-055-19-000,2024-01,2024,[01] January,"Dasol, Pangasinan",[7] To Follow-up,,for schedule of training,For Follow-up,,[C] For Training/Others,B,01-055-19-000,Dasol,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-01] 03-077-05-000,2024-01,2024,[01] January,"Dingalan, Aurora",[2] Pilot Testing,97%,,For refresher training,,[B] Developmental,B,03-077-05-000,Dingalan,Aurora,Region III (Central Luzon),Municipality,3rd,R3,E
[2024-01] 06-030-16-000,2024-01,2024,[01] January,"Dingle, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-16-000,Dingle,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2024-01] 03-077-06-000,2024-01,2024,[01] January,"Dipaculao, Aurora",[1] Operational,,,,,[A] Operational,B,03-077-06-000,Dipaculao,Aurora,Region III (Central Luzon),Municipality,3rd,R3,E
[2024-01] 09-073-08-000,2024-01,2024,[01] January,"Dumingag, Zamboanga del Sur",[3] Ongoing Data Build-up,50%,,,,[B] Developmental,B,09-073-08-000,Dumingag,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-01] 17-053-12-000,2024-01,2024,[01] January,"El Nido, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-12-000,El Nido,Palawan,MIMAROPA Region,Municipality,1st,R4B,G
[2024-01] 17-059-16-000,2024-01,2024,[01] January,"Ferrol, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-16-000,Ferrol,Romblon,MIMAROPA Region,Municipality,6th,R4B,G
[2024-01] 03-049-07-000,2024-01,2024,[01] January,"Gabaldon, Nueva Ecija",[2] Pilot Testing,65%,Requesting for refresher training,For refresher training,,[B] Developmental,B,03-049-07-000,Gabaldon,Nueva Ecija,Region III (Central Luzon),Municipality,4th,R3,E
[2024-01] 08-060-07-000,2024-01,2024,[01] January,"Gandara, Samar",[2] Pilot Testing,95%,Internet Connectivity Issues - Unstable Connection,LGU target date of implementation was December 2023 but no progress/update as of Jan 2024.,Internet Connectivity Issues - Unstable ConnectionLGU target date of implementation was December 2023 but no progress/update as of Jan 2024.,[B] Developmental,B,08-060-07-000,Gandara,Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2024-01] 04-056-16-000,2024-01,2024,[01] January,"General Luna, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-16-000,General Luna,Quezon,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-01] 04-056-17-000,2024-01,2024,[01] January,"General Nakar, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-17-000,General Nakar,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 03-069-06-000,2024-01,2024,[01] January,"Gerona, Tarlac",[1] Operational,,,,,[A] Operational,B,03-069-06-000,Gerona,Tarlac,Region III (Central Luzon),Municipality,1st,R3,E
[2024-01] 17-052-06-000,2024-01,2024,[01] January,"Gloria, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-06-000,Gloria,Oriental Mindoro,MIMAROPA Region,Municipality,3rd,R4B,G
[2024-01] 09-073-43-000,2024-01,2024,[01] January,"Guipos, Zamboanga del Sur",[3] Ongoing Data Build-up,50%,,,,[B] Developmental,B,09-073-43-000,Guipos,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,4th,R9,L
[2024-01] 08-026-09-000,2024-01,2024,[01] January,"Guiuan, Eastern Samar",[1] Operational,,,,Normal Operations ,[A] Operational,B,08-026-09-000,Guiuan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2024-01] 04-056-19-000,2024-01,2024,[01] January,"Gumaca, Quezon",[7] To Follow-up,,LGU unresponsive,For visitation,,[C] For Training/Others,B,04-056-19-000,Gumaca,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 08-037-20-000,2024-01,2024,[01] January,"Hindang, Leyte",[1] Operational,,,,Zero transactions for the month of January 2024.,[A] Operational,B,08-037-20-000,Hindang,Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-01] 06-045-11-000,2024-01,2024,[01] January,"Hinigaran, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-11-000,Hinigaran,Negros Occidental,Region VI (Western Visayas),Municipality,1st,R6,I
[2024-01] 03-071-05-000,2024-01,2024,[01] January,"Iba, Zambales",[2] Pilot Testing,65%,,,,[B] Developmental,B,03-071-05-000,Iba,Zambales,Region III (Central Luzon),Municipality,2nd,R3,E
[2024-01] 04-056-20-000,2024-01,2024,[01] January,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 06-030-23-000,2024-01,2024,[01] January,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2024-01] 10-043-11-000,2024-01,2024,[01] January,"Jasaan, Misamis Oriental",[2] Pilot Testing,50%,,,To operate on 2024,[B] Developmental,B,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-01] 08-037-24-000,2024-01,2024,[01] January,"Javier, Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,B,08-037-24-000,Javier,Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2024-01] 08-060-09-000,2024-01,2024,[01] January,"Jiabong, Samar",[1] Operational,,,,Zero transactions for the month of January 2024.,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-01] 05-016-05-000,2024-01,2024,[01] January,"Jose Panganiban, Camarines Norte",[3] Ongoing Data Build-up,10%,,,,[B] Developmental,B,05-016-05-000,Jose Panganiban,Camarines Norte,Region V (Bicol Region),Municipality,2nd,R5,H
[2024-01] 12-047-03-000,2024-01,2024,[01] January,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-01] 10-035-05-000,2024-01,2024,[01] January,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-03] 03-049-01-000,2024-03,2024,[03] March,"Aliaga, Nueva Ecija",[8] Withdraw,,,,,[D] Withdraw,B,03-049-01-000,Aliaga,Nueva Ecija,Region III (Central Luzon),Municipality,2nd,R3,E
[2024-01] 08-037-28-000,2024-01,2024,[01] January,"La Paz, Leyte",[2] Pilot Testing,100%,LGU requested for refresher training.,Waiting for LGU's request letter to finalize date of refresher training. ,LGU requested for refresher training.Waiting for LGU's request letter to finalize date of refresher training. ,[B] Developmental,B,08-037-28-000,La Paz,Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-01] 09-073-12-000,2024-01,2024,[01] January,"Labangan, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-12-000,Labangan,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-01] 05-016-06-000,2024-01,2024,[01] January,"Labo, Camarines Norte",[6] With Concerns,,"concern regarding manual entry of building permit number, due to conflict with complex applications numbering",,,[C] For Training/Others,B,05-016-06-000,Labo,Camarines Norte,Region V (Bicol Region),Municipality,1st,R5,H
[2024-01] 10-043-13-000,2024-01,2024,[01] January,"Lagonglong, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-13-000,Lagonglong,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2024-01] 09-073-33-000,2024-01,2024,[01] January,"Lakewood, Zamboanga del Sur",[2] Pilot Testing,75%,,,,[B] Developmental,B,09-073-33-000,Lakewood,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,4th,R9,L
[2024-01] 06-030-25-000,2024-01,2024,[01] January,"Lambunao, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-25-000,Lambunao,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2024-01] 01-055-48-000,2024-01,2024,[01] January,"Laoac, Pangasinan",[7] To Follow-up,,for schedule of training,For Follow-up,,[C] For Training/Others,B,01-055-48-000,Laoac,Pangasinan,Region I (Ilocos Region),Municipality,4th,R1,C
[2024-01] 16-002-07-000,2024-01,2024,[01] January,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,A,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-01] 06-006-09-000,2024-01,2024,[01] January,"Laua-An, Antique",[1] Operational,,,,,[A] Operational,A,06-006-09-000,Laua-An,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2024-01] 12-065-06-000,2024-01,2024,[01] January,"Lebak, Sultan Kudarat",[7] To Follow-up,,LGU Unresponsive ,,,[C] For Training/Others,B,12-065-06-000,Lebak,Sultan Kudarat,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-04] 03-049-01-000,2024-04,2024,[04] April,"Aliaga, Nueva Ecija",[8] Withdraw,,,,,[D] Withdraw,B,03-049-01-000,Aliaga,Nueva Ecija,Region III (Central Luzon),Municipality,2nd,R3,E
[2024-01] 08-037-29-000,2024-01,2024,[01] January,"Leyte, Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-037-29-000,Leyte,Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2024-01] 04-010-13-000,2024-01,2024,[01] January,"Lian, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-13-000,Lian,Batangas,Region IV-A (CALABARZON),Municipality,3rd,R4A,F
[2024-01] 06-006-10-000,2024-01,2024,[01] January,"Libertad, Antique",[1] Operational,,,,,[A] Operational,A,06-006-10-000,Libertad,Antique,Region VI (Western Visayas),Municipality,5th,R6,I
[2024-01] 10-043-15-000,2024-01,2024,[01] January,"Libertad, Misamis Oriental",[7] To Follow-up,,Responded. Lack of Manpower,To follow up LGU decision to continue or withdraw,To continue on 2024 as per OBO,[C] For Training/Others,B,10-043-15-000,Libertad,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2024-01] 03-008-06-000,2024-01,2024,[01] January,"Limay, Bataan",[6] With Concerns,,Internet connectivity issue,"Sent Notice Letter, awaiting for their reply
Intends to withdraw
For visitation",,[C] For Training/Others,B,03-008-06-000,Limay,Bataan,Region III (Central Luzon),Municipality,1st,R3,E
