ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2023-12] 04-010-01-000,2023-12,2023,[12] December,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-01] 04-010-01-000,2024-01,2024,[01] January,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-02] 04-010-01-000,2024-02,2024,[02] February,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-03] 04-010-01-000,2024-03,2024,[03] March,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-04] 04-010-01-000,2024-04,2024,[04] April,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-05] 04-010-01-000,2024-05,2024,[05] May,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-06] 04-010-01-000,2024-06,2024,[06] June,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-07] 04-010-01-000,2024-07,2024,[07] July,"Agoncillo, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-01-000,Agoncillo,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2023-12] 01-033-01-000,2023-12,2023,[12] December,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-01] 01-033-01-000,2024-01,2024,[01] January,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-02] 01-033-01-000,2024-02,2024,[02] February,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-03] 01-033-01-000,2024-03,2024,[03] March,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-04] 01-033-01-000,2024-04,2024,[04] April,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-05] 01-033-01-000,2024-05,2024,[05] May,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-06] 01-033-01-000,2024-06,2024,[06] June,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2024-07] 01-033-01-000,2024-07,2024,[07] July,"Agoo, La Union",[1] Operational,,,,,[A] Operational,A,01-033-01-000,Agoo,La Union,Region I (Ilocos Region),Municipality,1st,R1,C
[2023-12] 01-055-02-000,2023-12,2023,[12] December,"Aguilar, Pangasinan",[2] Ongoing Testing and Data Build-up,65%,,,,[B] Developmental,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-01] 01-055-02-000,2024-01,2024,[01] January,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-02] 01-055-02-000,2024-02,2024,[02] February,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-03] 01-055-02-000,2024-03,2024,[03] March,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-04] 01-055-02-000,2024-04,2024,[04] April,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-05] 01-055-02-000,2024-05,2024,[05] May,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-06] 01-055-02-000,2024-06,2024,[06] June,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2024-07] 01-055-02-000,2024-07,2024,[07] July,"Aguilar, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-02-000,Aguilar,Pangasinan,Region I (Ilocos Region),Municipality,3rd,R1,C
[2023-12] 14-027-08-000,2023-12,2023,[12] December,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-01] 14-027-08-000,2024-01,2024,[01] January,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-02] 14-027-08-000,2024-02,2024,[02] February,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-03] 14-027-08-000,2024-03,2024,[03] March,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-04] 14-027-08-000,2024-04,2024,[04] April,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-05] 14-027-08-000,2024-05,2024,[05] May,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-06] 14-027-08-000,2024-06,2024,[06] June,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2024-07] 14-027-08-000,2024-07,2024,[07] July,"Aguinaldo, Ifugao",[1] Operational,,,,,[A] Operational,A,14-027-08-000,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),Municipality,2nd,CAR,B
[2023-12] 04-056-02-000,2023-12,2023,[12] December,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-01] 04-056-02-000,2024-01,2024,[01] January,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-02] 04-056-02-000,2024-02,2024,[02] February,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-03] 04-056-02-000,2024-03,2024,[03] March,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-04] 04-056-02-000,2024-04,2024,[04] April,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-05] 04-056-02-000,2024-05,2024,[05] May,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-06] 04-056-02-000,2024-06,2024,[06] June,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2024-07] 04-056-02-000,2024-07,2024,[07] July,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),Municipality,5th,R4A,F
[2023-12] 12-080-01-000,2023-12,2023,[12] December,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-01] 12-080-01-000,2024-01,2024,[01] January,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-02] 12-080-01-000,2024-02,2024,[02] February,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-03] 12-080-01-000,2024-03,2024,[03] March,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-04] 12-080-01-000,2024-04,2024,[04] April,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-05] 12-080-01-000,2024-05,2024,[05] May,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-06] 12-080-01-000,2024-06,2024,[06] June,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-07] 12-080-01-000,2024-07,2024,[07] July,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,B,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2023-12] 08-037-03-000,2023-12,2023,[12] December,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-01] 08-037-03-000,2024-01,2024,[01] January,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-02] 08-037-03-000,2024-02,2024,[02] February,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-03] 08-037-03-000,2024-03,2024,[03] March,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-04] 08-037-03-000,2024-04,2024,[04] April,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-05] 08-037-03-000,2024-05,2024,[05] May,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-06] 08-037-03-000,2024-06,2024,[06] June,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2024-07] 08-037-03-000,2024-07,2024,[07] July,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2023-12] 07-022-01-000,2023-12,2023,[12] December,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-01] 07-022-01-000,2024-01,2024,[01] January,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-02] 07-022-01-000,2024-02,2024,[02] February,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-03] 07-022-01-000,2024-03,2024,[03] March,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-04] 07-022-01-000,2024-04,2024,[04] April,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-05] 07-022-01-000,2024-05,2024,[05] May,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-06] 07-022-01-000,2024-06,2024,[06] June,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2024-07] 07-022-01-000,2024-07,2024,[07] July,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2023-12] 07-022-03-000,2023-12,2023,[12] December,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-01] 07-022-03-000,2024-01,2024,[01] January,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-02] 07-022-03-000,2024-02,2024,[02] February,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-03] 07-022-03-000,2024-03,2024,[03] March,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-04] 07-022-03-000,2024-04,2024,[04] April,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-05] 07-022-03-000,2024-05,2024,[05] May,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-06] 07-022-03-000,2024-06,2024,[06] June,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-07] 07-022-03-000,2024-07,2024,[07] July,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-02] 16-067-01-000,2024-02,2024,[02] February,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2024-03] 16-067-01-000,2024-03,2024,[03] March,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2024-04] 16-067-01-000,2024-04,2024,[04] April,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2024-05] 16-067-01-000,2024-05,2024,[05] May,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2024-06] 16-067-01-000,2024-06,2024,[06] June,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2024-07] 16-067-01-000,2024-07,2024,[07] July,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2023-12] 12-047-17-000,2023-12,2023,[12] December,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-01] 12-047-17-000,2024-01,2024,[01] January,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-02] 12-047-17-000,2024-02,2024,[02] February,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-03] 12-047-17-000,2024-03,2024,[03] March,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-04] 12-047-17-000,2024-04,2024,[04] April,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-05] 12-047-17-000,2024-05,2024,[05] May,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-06] 12-047-17-000,2024-06,2024,[06] June,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2024-07] 12-047-17-000,2024-07,2024,[07] July,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,3rd,R12,Q
[2023-12] 04-021-01-000,2023-12,2023,[12] December,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 04-021-01-000,2024-01,2024,[01] January,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-02] 04-021-01-000,2024-02,2024,[02] February,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-03] 04-021-01-000,2024-03,2024,[03] March,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-04] 04-021-01-000,2024-04,2024,[04] April,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-05] 04-021-01-000,2024-05,2024,[05] May,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-06] 04-021-01-000,2024-06,2024,[06] June,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-07] 04-021-01-000,2024-07,2024,[07] July,"Alfonso, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-01-000,Alfonso,Cavite,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-07] 06-030-02-000,2024-07,2024,[07] July,"Alimodian, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-02-000,Alimodian,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2023-12] 04-010-02-000,2023-12,2023,[12] December,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-01] 04-010-02-000,2024-01,2024,[01] January,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-02] 04-010-02-000,2024-02,2024,[02] February,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-03] 04-010-02-000,2024-03,2024,[03] March,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-04] 04-010-02-000,2024-04,2024,[04] April,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-05] 04-010-02-000,2024-05,2024,[05] May,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-06] 04-010-02-000,2024-06,2024,[06] June,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2024-07] 04-010-02-000,2024-07,2024,[07] July,"Alitagtag, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-02-000,Alitagtag,Batangas,Region IV-A (CALABARZON),Municipality,4th,R4A,F
[2023-12] 07-022-04-000,2023-12,2023,[12] December,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-01] 07-022-04-000,2024-01,2024,[01] January,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-02] 07-022-04-000,2024-02,2024,[02] February,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-03] 07-022-04-000,2024-03,2024,[03] March,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-04] 07-022-04-000,2024-04,2024,[04] April,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-05] 07-022-04-000,2024-05,2024,[05] May,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-06] 07-022-04-000,2024-06,2024,[06] June,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2024-07] 07-022-04-000,2024-07,2024,[07] July,"Aloguinsan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-04-000,Aloguinsan,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2023-12] 10-042-01-000,2023-12,2023,[12] December,"Aloran, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-01] 10-042-01-000,2024-01,2024,[01] January,"Aloran, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-02] 10-042-01-000,2024-02,2024,[02] February,"Aloran, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
