ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2025-01] 07-022-43-000,2025-01,2025,[01] January,"San Remigio, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-43-000,San Remigio,Cebu,Region VII (Central Visayas),Municipality,3rd,R7,J
[2025-01] 07-022-47-000,2025-01,2025,[01] January,"Sogod, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-47-000,Sogod,Cebu,Region VII (Central Visayas),Municipality,4th*,R7,J
[2025-01] 07-022-52-000,2025-01,2025,[01] January,"Tuburan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-52-000,Tuburan,Cebu,Region VII (Central Visayas),Municipality,2nd,R7,J
[2025-01] 07-022-53-000,2025-01,2025,[01] January,"Tudela, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-53-000,Tudela,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-01] 07-046-17-000,2025-01,2025,[01] January,"San Jose, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-17-000,San Jose,Negros Oriental,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-01] 07-022-16-000,2025-01,2025,[01] January,"Catmon, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-16-000,Catmon,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-01] 07-012-15-000,2025-01,2025,[01] January,"Corella, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-15-000,Corella,Bohol,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-01] 07-022-38-000,2025-01,2025,[01] January,"Poro, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-38-000,Poro,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-01] 07-022-29-000,2025-01,2025,[01] January,"Malabuyoc, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-29-000,Malabuyoc,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-01] 07-012-39-000,2025-01,2025,[01] January,"Sevilla, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-39-000,Sevilla,Bohol,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-01] 08-037-03-000,2025-01,2025,[01] January,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2025-01] 08-064-01-000,2025-01,2025,[01] January,"Anahawan, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-01-000,Anahawan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-026-03-000,2025-01,2025,[01] January,"Balangkayan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-03-000,Balangkayan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-037-06-000,2025-01,2025,[01] January,"Barugo, Leyte",[4] Withdraw,,,,,[D] Withdraw,A,08-037-06-000,Barugo,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-078-02-000,2025-01,2025,[01] January,"Biliran, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-02-000,Biliran,Biliran,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-048-03-000,2025-01,2025,[01] January,"Bobon, Northern Samar",[1] Operational,,,,,[A] Operational,A,08-048-03-000,Bobon,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-037-13-000,2025-01,2025,[01] January,"Calubian, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-13-000,Calubian,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-026-05-000,2025-01,2025,[01] January,"Can-Avid, Eastern Samar",[1] Operational,,,,,[A] Operational,A,08-026-05-000,Can-Avid,Eastern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-026-04-000,2025-01,2025,[01] January,"City of Borongan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-04-000,City of Borongan,Eastern Samar,Region VIII (Eastern Visayas),City,1st (as Mun),R8,K
[2025-01] 08-060-05-000,2025-01,2025,[01] January,"City of Catbalogan, Samar",[1] Operational,,,,,[A] Operational,B,08-060-05-000,City of Catbalogan,Samar,Region VIII (Eastern Visayas),City,5th,R8,K
[2025-01] 08-064-07-000,2025-01,2025,[01] January,"City of Maasin, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-07-000,City of Maasin,Southern Leyte,Region VIII (Eastern Visayas),City,4th,R8,K
[2025-01] 08-060-06-000,2025-01,2025,[01] January,"Daram, Samar",[1] Operational,,,,,[A] Operational,A,08-060-06-000,Daram,Samar,Region VIII (Eastern Visayas),Municipality,3rd,R8,K
[2025-01] 08-026-06-000,2025-01,2025,[01] January,"Dolores, Eastern Samar",[1] Operational,,,,,[A] Operational,A,08-026-06-000,Dolores,Eastern Samar,Region VIII (Eastern Visayas),Municipality,3rd*,R8,K
[2025-01] 08-048-07-000,2025-01,2025,[01] January,"Gamay, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-07-000,Gamay,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-060-07-000,2025-01,2025,[01] January,"Gandara, Samar",[1] Operational,,,,,[A] Operational,A,08-060-07-000,Gandara,Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-01] 08-064-03-000,2025-01,2025,[01] January,"Hinunangan, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-03-000,Hinunangan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,3rd,R8,K
[2025-01] 08-064-04-000,2025-01,2025,[01] January,"Hinundayan, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-04-000,Hinundayan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-037-21-000,2025-01,2025,[01] January,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-037-26-000,2025-01,2025,[01] January,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2025-01] 08-078-06-000,2025-01,2025,[01] January,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-048-09-000,2025-01,2025,[01] January,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-026-12-000,2025-01,2025,[01] January,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-037-29-000,2025-01,2025,[01] January,"Leyte, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-29-000,Leyte,Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-01] 08-064-05-000,2025-01,2025,[01] January,"Libagon, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-05-000,Libagon,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-064-06-000,2025-01,2025,[01] January,"Liloan, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-06-000,Liloan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-01] 08-048-24-000,2025-01,2025,[01] January,"Lope De Vega, Northern Samar",[1] Operational,,,,,[A] Operational,A,08-048-24-000,Lope De Vega,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-064-08-000,2025-01,2025,[01] January,"Macrohon, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-08-000,Macrohon,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-064-09-000,2025-01,2025,[01] January,"Malitbog, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-09-000,Malitbog,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-01] 08-037-33-000,2025-01,2025,[01] January,"Matag-Ob, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-33-000,Matag-Ob,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-026-15-000,2025-01,2025,[01] January,"Maydolong, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-15-000,Maydolong,Eastern Samar,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-01] 08-037-36-000,2025-01,2025,[01] January,"Merida, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-36-000,Merida,Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-060-12-000,2025-01,2025,[01] January,"Motiong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-12-000,Motiong,Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-078-08-000,2025-01,2025,[01] January,"Naval, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-08-000,Naval,Biliran,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-01] 08-026-17-000,2025-01,2025,[01] January,"Oras, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-17-000,Oras,Eastern Samar,Region VIII (Eastern Visayas),Municipality,3rd,R8,K
[2025-01] 08-064-10-000,2025-01,2025,[01] January,"Padre Burgos, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-10-000,Padre Burgos,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-060-22-000,2025-01,2025,[01] January,"Paranas, Samar",[1] Operational,,,,,[A] Operational,A,08-060-22-000,Paranas,Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-01] 08-037-41-000,2025-01,2025,[01] January,"Pastrana, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-41-000,Pastrana,Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-064-11-000,2025-01,2025,[01] January,"Pintuyan, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-11-000,Pintuyan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-026-18-000,2025-01,2025,[01] January,"Quinapondan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-18-000,Quinapondan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-026-19-000,2025-01,2025,[01] January,"Salcedo, Eastern Samar",[1] Operational,,,,,[A] Operational,A,08-026-19-000,Salcedo,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-064-13-000,2025-01,2025,[01] January,"San Francisco, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-13-000,San Francisco,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-064-14-000,2025-01,2025,[01] January,"San Juan, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-14-000,San Juan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-026-20-000,2025-01,2025,[01] January,"San Julian, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-20-000,San Julian,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-037-43-000,2025-01,2025,[01] January,"San Miguel, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-43-000,San Miguel,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-064-15-000,2025-01,2025,[01] January,"San Ricardo, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-15-000,San Ricardo,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-048-20-000,2025-01,2025,[01] January,"San Roque, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-20-000,San Roque,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-060-16-000,2025-01,2025,[01] January,"Santa Margarita, Samar",[1] Operational,,,,,[A] Operational,B,08-060-16-000,Santa Margarita,Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-064-16-000,2025-01,2025,[01] January,"Silago, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-16-000,Silago,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-064-17-000,2025-01,2025,[01] January,"Sogod, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-17-000,Sogod,Southern Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-01] 08-026-22-000,2025-01,2025,[01] January,"Sulat, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-22-000,Sulat,Eastern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-037-46-000,2025-01,2025,[01] January,"Tabontabon, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-46-000,Tabontabon,Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-064-18-000,2025-01,2025,[01] January,"Tomas Oppus, Southern Leyte",[1] Operational,,,,,[A] Operational,B,08-064-18-000,Tomas Oppus,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-048-23-000,2025-01,2025,[01] January,"Victoria, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-23-000,Victoria,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-060-21-000,2025-01,2025,[01] January,"Villareal, Samar",[1] Operational,,,,,[A] Operational,B,08-060-21-000,Villareal,Samar,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-01] 08-060-23-000,2025-01,2025,[01] January,"Zumarraga, Samar",[1] Operational,,,,,[A] Operational,B,08-060-23-000,Zumarraga,Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-060-09-000,2025-01,2025,[01] January,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-026-09-000,2025-01,2025,[01] January,"Guiuan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-09-000,Guiuan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-01] 08-037-44-000,2025-01,2025,[01] January,"Santa Fe, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-44-000,Santa Fe,Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-01] 08-048-17-000,2025-01,2025,[01] January,"San Antonio, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-17-000,San Antonio,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-01] 08-060-20-000,2025-01,2025,[01] January,"Tarangnan, Samar",[1] Operational,,,,,[A] Operational,B,08-060-20-000,Tarangnan,Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-01] 08-048-06-000,2025-01,2025,[01] January,"Catubig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-06-000,Catubig,Northern Samar,Region VIII (Eastern Visayas),Municipality,3rd,R8,K
[2025-01] 11-024-01-000,2025-01,2025,[01] January,"Bansalan, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-01-000,Bansalan,Davao del Sur,Region XI (Davao Region),Municipality,1st,R11,P
[2025-01] 11-024-03-000,2025-01,2025,[01] January,"City of Digos, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-03-000,City of Digos,Davao del Sur,Region XI (Davao Region),City,2nd,R11,P
[2025-01] 11-025-07-000,2025-01,2025,[01] January,"Lupon, Davao Oriental",[1] Operational,,,,,[A] Operational,B,11-025-07-000,Lupon,Davao Oriental,Region XI (Davao Region),Municipality,1st,R11,P
[2025-01] 11-025-08-000,2025-01,2025,[01] January,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-01] 11-024-10-000,2025-01,2025,[01] January,"Matanao, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-10-000,Matanao,Davao del Sur,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-01] 11-025-10-000,2025-01,2025,[01] January,"San Isidro, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-10-000,San Isidro,Davao Oriental,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-01] 11-024-14-000,2025-01,2025,[01] January,"Sulop, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-14-000,Sulop,Davao del Sur,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-01] 10-042-01-000,2025-01,2025,[01] January,"Aloran, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-043-01-000,2025-01,2025,[01] January,"Alubijid, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-01-000,Alubijid,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-035-01-000,2025-01,2025,[01] January,"Bacolod, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-01-000,Bacolod,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-043-02-000,2025-01,2025,[01] January,"Balingasag, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-02-000,Balingasag,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-01] 10-043-03-000,2025-01,2025,[01] January,"Balingoan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-03-000,Balingoan,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-035-03-000,2025-01,2025,[01] January,"Baroy, Lanao del Norte",[2] Ongoing Testing and Data Build-up,40%,,,,[B] Developmental,B,10-035-03-000,Baroy,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-042-03-000,2025-01,2025,[01] January,"Bonifacio, Misamis Occidental",[1] Operational,,,,,[A] Operational,B,10-042-03-000,Bonifacio,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-042-04-000,2025-01,2025,[01] January,"Calamba, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-04-000,Calamba,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-018-01-000,2025-01,2025,[01] January,"Catarman, Camiguin",[1] Operational,,,,,[A] Operational,B,10-018-01-000,Catarman,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-043-07-000,2025-01,2025,[01] January,"City of El Salvador, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-07-000,City of El Salvador,Misamis Oriental,Region X (Northern Mindanao),City,6th,R10,N
[2025-01] 10-043-08-000,2025-01,2025,[01] January,"City of Gingoog, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-08-000,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),City,2nd,R10,N
[2025-01] 10-042-10-000,2025-01,2025,[01] January,"City of Ozamiz, Misamis Occidental",[1] Operational,,,,,[A] Operational,B,10-042-10-000,City of Ozamiz,Misamis Occidental,Region X (Northern Mindanao),City,3rd,R10,N
[2025-01] 10-042-15-000,2025-01,2025,[01] January,"City of Tangub, Misamis Occidental",[1] Operational,,,,,[A] Operational,B,10-042-15-000,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),City,4th,R10,N
[2025-01] 10-042-05-000,2025-01,2025,[01] January,"Clarin, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-05-000,Clarin,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-043-06-000,2025-01,2025,[01] January,"Claveria, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-06-000,Claveria,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-01] 10-013-04-000,2025-01,2025,[01] January,"Don Carlos, Bukidnon",[1] Operational,,,,,[A] Operational,B,10-013-04-000,Don Carlos,Bukidnon,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-01] 10-018-02-000,2025-01,2025,[01] January,"Guinsiliban, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-02-000,Guinsiliban,Camiguin,Region X (Northern Mindanao),Municipality,6th,R10,N
[2025-01] 10-013-05-000,2025-01,2025,[01] January,"Impasug-ong, Bukidnon",[1] Operational,,,,,[A] Operational,B,10-013-05-000,Impasug-ong,Bukidnon,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-01] 10-043-11-000,2025-01,2025,[01] January,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-01] 10-042-07-000,2025-01,2025,[01] January,"Jimenez, Misamis Occidental",[1] Operational,,,,,[A] Operational,B,10-042-07-000,Jimenez,Misamis Occidental,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-01] 10-013-06-000,2025-01,2025,[01] January,"Kadingilan, Bukidnon",[2] Ongoing Testing and Data Build-up,80%,,,,[B] Developmental,B,10-013-06-000,Kadingilan,Bukidnon,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-01] 10-035-05-000,2025-01,2025,[01] January,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-01] 10-035-07-000,2025-01,2025,[01] January,"Kauswagan, Lanao del Norte",[2] Ongoing Testing and Data Build-up,95%,,,,[B] Developmental,B,10-035-07-000,Kauswagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-013-08-000,2025-01,2025,[01] January,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-01] 10-043-13-000,2025-01,2025,[01] January,"Lagonglong, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-13-000,Lagonglong,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-043-14-000,2025-01,2025,[01] January,"Laguindingan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-14-000,Laguindingan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-043-15-000,2025-01,2025,[01] January,"Libertad, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-15-000,Libertad,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-035-10-000,2025-01,2025,[01] January,"Linamon, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-10-000,Linamon,Lanao del Norte,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-043-16-000,2025-01,2025,[01] January,"Lugait, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-16-000,Lugait,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-01] 10-043-17-000,2025-01,2025,[01] January,"Magsaysay, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-17-000,Magsaysay,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-018-03-000,2025-01,2025,[01] January,"Mahinog, Camiguin",[1] Operational,,,,,[A] Operational,B,10-018-03-000,Mahinog,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-01] 10-018-04-000,2025-01,2025,[01] January,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-01] 10-043-18-000,2025-01,2025,[01] January,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-01] 10-043-20-000,2025-01,2025,[01] January,"Naawan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-20-000,Naawan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
